Date,Time,DayOfWeek,AreaID,AreaType,OccupancyCount,Event,FootTraffic,EmployeePreferences,Temperature,LightingLevel,NoiseLevel,SpaceCondition,SpecialEquipment,AreaSize_sqft,RoomCapacity,UtilizationLabel
2023-01-17,22:00,Tuesday,A009,Private Office,43,Workshop,85,Quiet,20.5,Bright,Moderate,Under Maintenance,None,838,47,High
2023-01-17,23:00,Tuesday,A052,Meeting Room,9,Workshop,92,Quiet,22.6,Bright,Loud,Occupied,Projector,115,58,Low
2023-01-18,00:00,Wednesday,A071,Open Space,38,Client Visit,85,Flexible,20.8,Dim,Moderate,Occupied,Computer,523,55,High
2023-01-18,01:00,Wednesday,A084,Meeting Room,12,None,43,Flexible,24.5,Bright,Moderate,Available,None,623,55,Low
2023-01-18,02:00,Wednesday,A068,Meeting Room,30,Client Visit,8,Flexible,21.7,Medium,Loud,Under Maintenance,Computer,902,56,Medium
2023-01-18,03:00,Wednesday,A047,Meeting Room,6,Client Visit,36,Collaborative,18.6,Bright,Loud,Occupied,Whiteboard,852,53,Low
2023-01-18,04:00,Wednesday,A061,Meeting Room,48,None,73,Flexible,19.3,Medium,Loud,Available,Computer,120,59,High
2023-01-18,05:00,Wednesday,A096,Meeting Room,41,Team Meeting,35,Quiet,18.5,Bright,Moderate,Under Maintenance,Computer,789,47,High
2023-01-18,06:00,Wednesday,A017,Meeting Room,41,Workshop,91,Flexible,22,Bright,Loud,Available,Computer,327,61,High
2023-01-18,07:00,Wednesday,A035,Meeting Room,35,Client Visit,27,Quiet,18.9,Dim,Quiet,Occupied,Projector,884,46,High
2023-01-18,08:00,Wednesday,A039,Private Office,19,Team Meeting,41,Flexible,18.9,Bright,Moderate,Available,Whiteboard,387,48,Medium
2023-01-18,09:00,Wednesday,A057,Open Space,3,Client Visit,42,Flexible,25.5,Medium,Quiet,Available,None,908,66,Low
2023-01-18,10:00,Wednesday,A008,Open Space,6,Team Meeting,84,Collaborative,25,Dim,Quiet,Occupied,None,233,58,Low
2023-01-18,11:00,Wednesday,A060,Private Office,0,Team Meeting,87,Flexible,21.6,Bright,Quiet,Under Maintenance,Whiteboard,382,49,Low
2023-01-18,12:00,Wednesday,A052,Open Space,43,None,41,Flexible,25.9,Medium,Loud,Under Maintenance,Whiteboard,503,58,High
2023-01-18,13:00,Wednesday,A022,Meeting Room,44,Team Meeting,65,Flexible,18,Medium,Loud,Available,None,764,65,High
2023-01-18,14:00,Wednesday,A006,Private Office,41,None,54,Collaborative,22.9,Bright,Quiet,Under Maintenance,Whiteboard,165,46,High
2023-01-18,15:00,Wednesday,A064,Meeting Room,46,Workshop,71,Collaborative,22.9,Dim,Moderate,Occupied,None,748,52,High
2023-01-18,16:00,Wednesday,A035,Meeting Room,12,Team Meeting,47,Collaborative,21.7,Bright,Loud,Available,None,703,46,Low
2023-01-18,17:00,Wednesday,A093,Meeting Room,21,Team Meeting,90,Flexible,21.2,Medium,Quiet,Occupied,Projector,536,47,Medium
2023-01-18,18:00,Wednesday,A025,Private Office,20,Client Visit,21,Flexible,21.6,Bright,Quiet,Under Maintenance,Projector,928,57,Medium
2023-01-18,19:00,Wednesday,A010,Open Space,21,None,26,Flexible,21.3,Dim,Quiet,Under Maintenance,Projector,358,53,Medium
2023-01-18,20:00,Wednesday,A023,Open Space,27,Team Meeting,92,Collaborative,23.8,Bright,Moderate,Under Maintenance,None,202,45,Medium
2023-01-18,21:00,Wednesday,A001,Open Space,8,Workshop,66,Quiet,19.1,Bright,Loud,Occupied,Whiteboard,666,57,Low
2023-01-18,22:00,Wednesday,A004,Private Office,25,Team Meeting,12,Quiet,19.6,Dim,Moderate,Occupied,None,868,39,Medium
2023-01-18,23:00,Wednesday,A022,Private Office,8,None,44,Flexible,19.4,Bright,Loud,Under Maintenance,None,200,65,Low
2023-01-19,00:00,Thursday,A068,Private Office,14,None,9,Flexible,20.1,Dim,Loud,Occupied,Projector,297,56,Low
2023-01-19,01:00,Thursday,A026,Private Office,9,Workshop,99,Flexible,22.2,Medium,Quiet,Under Maintenance,Whiteboard,912,58,Low
2023-01-19,02:00,Thursday,A062,Private Office,23,Workshop,8,Flexible,18.9,Medium,Moderate,Available,Projector,325,55,Medium
2023-01-19,03:00,Thursday,A045,Private Office,41,Workshop,53,Flexible,24.9,Bright,Quiet,Available,Projector,562,56,High
2023-01-19,04:00,Thursday,A062,Meeting Room,7,Workshop,26,Quiet,20.4,Medium,Moderate,Under Maintenance,None,336,55,Low
2023-01-19,05:00,Thursday,A050,Private Office,23,Client Visit,33,Flexible,19.3,Dim,Quiet,Occupied,Projector,125,61,Medium
2023-01-19,06:00,Thursday,A034,Open Space,15,Workshop,0,Quiet,23.4,Bright,Loud,Under Maintenance,None,220,57,Low
2023-01-19,07:00,Thursday,A025,Open Space,48,Team Meeting,31,Quiet,18.3,Dim,Loud,Under Maintenance,None,605,57,High
2023-01-19,08:00,Thursday,A046,Meeting Room,25,Workshop,88,Collaborative,23,Medium,Moderate,Available,Whiteboard,281,62,Medium
2023-01-19,09:00,Thursday,A049,Meeting Room,26,Workshop,92,Quiet,23.6,Medium,Quiet,Under Maintenance,None,810,55,Medium
2023-01-19,10:00,Thursday,A057,Open Space,36,Client Visit,70,Flexible,19.7,Bright,Quiet,Available,Computer,913,66,Medium
2023-01-19,11:00,Thursday,A099,Meeting Room,3,None,66,Flexible,18.3,Dim,Loud,Under Maintenance,Computer,866,54,Low
2023-01-19,12:00,Thursday,A090,Meeting Room,49,None,83,Collaborative,20.9,Dim,Moderate,Occupied,Computer,733,54,High
2023-01-19,13:00,Thursday,A089,Meeting Room,23,Client Visit,19,Collaborative,18.8,Medium,Quiet,Available,Computer,642,57,Medium
2023-01-19,14:00,Thursday,A090,Meeting Room,18,Client Visit,93,Collaborative,18.9,Dim,Moderate,Under Maintenance,Whiteboard,414,54,Medium
2023-01-19,15:00,Thursday,A067,Meeting Room,35,Team Meeting,34,Collaborative,20,Dim,Moderate,Available,None,896,50,High
2023-01-19,16:00,Thursday,A040,Open Space,38,Workshop,98,Flexible,20.4,Bright,Loud,Under Maintenance,Whiteboard,717,59,Medium
2023-01-19,17:00,Thursday,A055,Open Space,9,None,90,Quiet,22.2,Bright,Moderate,Under Maintenance,Computer,835,54,Low
2023-01-19,18:00,Thursday,A054,Open Space,24,Team Meeting,89,Collaborative,23.4,Bright,Quiet,Occupied,Whiteboard,372,59,Medium
2023-01-19,19:00,Thursday,A015,Private Office,17,Workshop,77,Quiet,22.7,Bright,Moderate,Occupied,Projector,331,68,Low
2023-01-19,20:00,Thursday,A095,Open Space,18,Team Meeting,16,Flexible,19.2,Bright,Quiet,Available,Projector,519,47,Medium
2023-01-19,21:00,Thursday,A092,Private Office,35,Team Meeting,17,Collaborative,19.4,Dim,Loud,Available,Projector,867,55,Medium
2023-01-19,22:00,Thursday,A089,Open Space,9,Client Visit,44,Collaborative,25,Dim,Loud,Occupied,None,541,57,Low
2023-01-19,23:00,Thursday,A008,Private Office,32,Client Visit,92,Flexible,22.5,Bright,Quiet,Occupied,Projector,595,58,Medium
2023-01-20,00:00,Friday,A099,Meeting Room,49,Workshop,83,Collaborative,25,Bright,Loud,Available,Whiteboard,123,54,High
2023-01-20,01:00,Friday,A070,Meeting Room,4,Client Visit,52,Quiet,21,Bright,Moderate,Available,Computer,208,50,Low
2023-01-20,02:00,Friday,A053,Open Space,46,Workshop,90,Collaborative,22.9,Dim,Moderate,Under Maintenance,Computer,802,44,High
2023-01-20,03:00,Friday,A072,Meeting Room,48,Workshop,81,Quiet,22.2,Bright,Moderate,Available,Computer,601,49,High
2023-01-20,04:00,Friday,A066,Private Office,34,Client Visit,67,Collaborative,20.6,Bright,Quiet,Under Maintenance,None,958,48,High
2023-01-20,05:00,Friday,A067,Open Space,43,None,64,Flexible,21.8,Dim,Quiet,Available,Projector,124,50,High
2023-01-20,06:00,Friday,A094,Meeting Room,33,Workshop,0,Quiet,22,Bright,Quiet,Occupied,Whiteboard,286,49,High
2023-01-20,07:00,Friday,A058,Open Space,32,None,57,Quiet,19.6,Medium,Moderate,Under Maintenance,Whiteboard,387,65,Medium
2023-01-20,08:00,Friday,A047,Private Office,20,Team Meeting,25,Collaborative,20.5,Bright,Moderate,Available,None,727,53,Medium
2023-01-20,09:00,Friday,A007,Private Office,16,Workshop,19,Flexible,24.3,Medium,Moderate,Under Maintenance,None,437,52,Low
2023-01-20,10:00,Friday,A060,Private Office,21,Workshop,86,Flexible,25.3,Dim,Moderate,Occupied,Computer,977,49,Medium
2023-01-20,11:00,Friday,A036,Private Office,47,Workshop,9,Quiet,20.9,Dim,Moderate,Available,None,136,50,High
2023-01-20,12:00,Friday,A058,Open Space,36,None,58,Collaborative,20.5,Medium,Moderate,Under Maintenance,Whiteboard,893,65,Medium
2023-01-20,13:00,Friday,A090,Open Space,14,Client Visit,74,Collaborative,19.6,Dim,Moderate,Occupied,Whiteboard,236,54,Low
2023-01-20,14:00,Friday,A083,Private Office,34,Team Meeting,40,Flexible,23.4,Dim,Loud,Available,Computer,607,61,Medium
2023-01-20,15:00,Friday,A098,Meeting Room,27,Client Visit,4,Quiet,20.6,Bright,Quiet,Available,Computer,326,51,Medium
2023-01-20,16:00,Friday,A097,Meeting Room,6,None,64,Quiet,25.9,Dim,Loud,Occupied,Computer,419,50,Low
2023-01-20,17:00,Friday,A062,Private Office,31,None,16,Collaborative,20.6,Medium,Quiet,Available,None,939,55,Medium
2023-01-20,18:00,Friday,A039,Open Space,10,Team Meeting,21,Flexible,21.2,Dim,Moderate,Occupied,Projector,281,48,Low
2023-01-20,19:00,Friday,A092,Open Space,9,None,97,Collaborative,22.8,Medium,Quiet,Available,Computer,973,55,Low
2023-01-20,20:00,Friday,A066,Private Office,8,None,40,Flexible,24.4,Medium,Loud,Under Maintenance,None,185,48,Low
2023-01-20,21:00,Friday,A060,Meeting Room,13,Client Visit,92,Flexible,21.8,Bright,Quiet,Available,None,566,49,Low
2023-01-20,22:00,Friday,A046,Private Office,12,Workshop,67,Collaborative,21.4,Dim,Quiet,Under Maintenance,Computer,152,62,Low
2023-01-20,23:00,Friday,A055,Private Office,24,Team Meeting,68,Flexible,26,Dim,Quiet,Occupied,None,959,54,Medium
2023-01-21,00:00,Saturday,A024,Meeting Room,1,None,10,Quiet,18.1,Dim,Loud,Occupied,None,966,46,Low
2023-01-21,01:00,Saturday,A051,Private Office,34,Workshop,55,Flexible,25.2,Medium,Moderate,Occupied,Computer,334,54,Medium
2023-01-21,02:00,Saturday,A027,Meeting Room,6,Team Meeting,50,Collaborative,19.2,Dim,Loud,Under Maintenance,Projector,878,54,Low
2023-01-21,03:00,Saturday,A059,Open Space,20,Client Visit,20,Flexible,24.3,Medium,Loud,Available,Computer,898,52,Medium
2023-01-21,04:00,Saturday,A063,Private Office,17,Client Visit,98,Flexible,22.9,Bright,Moderate,Available,Projector,532,60,Low
2023-01-21,05:00,Saturday,A023,Private Office,2,None,75,Flexible,20.7,Bright,Quiet,Under Maintenance,Computer,595,45,Low
2023-01-21,06:00,Saturday,A090,Meeting Room,41,Client Visit,25,Quiet,25,Dim,Loud,Under Maintenance,Computer,199,54,High
2023-01-21,07:00,Saturday,A082,Open Space,38,Team Meeting,18,Quiet,18.1,Dim,Moderate,Occupied,Projector,698,56,High
2023-01-21,08:00,Saturday,A071,Meeting Room,40,Client Visit,59,Collaborative,19.8,Medium,Quiet,Available,Projector,502,55,High
2023-01-21,09:00,Saturday,A059,Private Office,48,Team Meeting,70,Flexible,22.5,Dim,Moderate,Under Maintenance,None,495,52,High
2023-01-21,10:00,Saturday,A069,Private Office,10,Client Visit,46,Collaborative,20.8,Bright,Moderate,Under Maintenance,Computer,626,61,Low
2023-01-21,11:00,Saturday,A010,Open Space,38,Team Meeting,70,Flexible,22.9,Bright,Moderate,Under Maintenance,Computer,514,53,High
2023-01-21,12:00,Saturday,A037,Private Office,23,Client Visit,25,Quiet,18.2,Dim,Quiet,Under Maintenance,None,712,52,Medium
2023-01-21,13:00,Saturday,A036,Private Office,45,None,39,Flexible,18.9,Bright,Quiet,Under Maintenance,None,776,50,High
2023-01-21,14:00,Saturday,A073,Open Space,18,Workshop,4,Collaborative,19,Medium,Loud,Under Maintenance,None,562,48,Medium
2023-01-21,15:00,Saturday,A039,Meeting Room,3,Client Visit,20,Flexible,19.5,Bright,Quiet,Under Maintenance,Computer,640,48,Low
2023-01-21,16:00,Saturday,A080,Open Space,25,Team Meeting,77,Quiet,21.7,Dim,Moderate,Occupied,Computer,725,58,Medium
2023-01-21,17:00,Saturday,A063,Meeting Room,37,Client Visit,3,Collaborative,24,Dim,Moderate,Available,Projector,718,60,Medium
2023-01-21,18:00,Saturday,A011,Open Space,41,None,22,Flexible,25.2,Dim,Moderate,Available,None,463,57,High
2023-01-21,19:00,Saturday,A052,Private Office,31,Team Meeting,83,Flexible,24.7,Medium,Loud,Under Maintenance,Whiteboard,229,58,Medium
2023-01-21,20:00,Saturday,A092,Open Space,38,Workshop,14,Quiet,19.6,Bright,Moderate,Occupied,Projector,183,55,High
2023-01-21,21:00,Saturday,A050,Private Office,44,Client Visit,92,Collaborative,21.5,Medium,Moderate,Occupied,None,370,61,High
2023-01-21,22:00,Saturday,A002,Open Space,45,Team Meeting,7,Flexible,19.6,Bright,Quiet,Occupied,Projector,343,50,High
2023-01-21,23:00,Saturday,A019,Private Office,35,Client Visit,40,Flexible,20.1,Dim,Loud,Occupied,None,487,64,Medium
2023-01-22,00:00,Sunday,A001,Open Space,39,None,18,Flexible,22,Dim,Loud,Under Maintenance,Whiteboard,313,57,High
2023-01-22,01:00,Sunday,A003,Open Space,36,Client Visit,45,Collaborative,18.5,Dim,Moderate,Occupied,Projector,917,53,High
2023-01-22,02:00,Sunday,A029,Private Office,32,None,27,Flexible,19.7,Bright,Quiet,Under Maintenance,Computer,265,44,High
2023-01-22,03:00,Sunday,A046,Private Office,35,Workshop,90,Flexible,25.5,Bright,Loud,Available,None,890,62,Medium
2023-01-22,04:00,Sunday,A011,Meeting Room,2,Team Meeting,67,Flexible,21.7,Medium,Loud,Occupied,Whiteboard,158,57,Low
2023-01-22,05:00,Sunday,A089,Meeting Room,8,None,14,Flexible,21.6,Dim,Quiet,Available,Projector,701,57,Low
2023-01-22,06:00,Sunday,A017,Private Office,7,Team Meeting,98,Quiet,18.1,Bright,Moderate,Under Maintenance,Whiteboard,982,61,Low
2023-01-22,07:00,Sunday,A050,Private Office,32,Workshop,36,Collaborative,20,Medium,Loud,Occupied,None,942,61,Medium
2023-01-22,08:00,Sunday,A051,Open Space,5,Client Visit,0,Collaborative,24.9,Medium,Quiet,Under Maintenance,Projector,603,54,Low
2023-01-22,09:00,Sunday,A025,Private Office,40,Client Visit,66,Flexible,19.3,Dim,Loud,Occupied,Computer,805,57,High
2023-01-22,10:00,Sunday,A036,Open Space,38,Team Meeting,23,Quiet,21.3,Bright,Moderate,Under Maintenance,Projector,222,50,High
2023-01-22,11:00,Sunday,A004,Meeting Room,3,Team Meeting,26,Quiet,18.1,Bright,Quiet,Under Maintenance,None,747,39,Low
2023-01-22,12:00,Sunday,A061,Meeting Room,12,Workshop,39,Collaborative,21.8,Medium,Quiet,Available,Projector,512,59,Low
2023-01-22,13:00,Sunday,A040,Meeting Room,48,Client Visit,62,Collaborative,18.2,Dim,Moderate,Available,Whiteboard,238,59,High
2023-01-22,14:00,Sunday,A048,Meeting Room,1,Team Meeting,60,Quiet,24.6,Dim,Loud,Available,Projector,328,53,Low
2023-01-22,15:00,Sunday,A007,Meeting Room,4,Team Meeting,35,Flexible,24.6,Medium,Loud,Occupied,Projector,373,52,Low
2023-01-22,16:00,Sunday,A005,Open Space,43,Workshop,97,Flexible,24.3,Dim,Moderate,Available,Computer,538,61,High
2023-01-22,17:00,Sunday,A075,Meeting Room,26,None,92,Collaborative,20.3,Medium,Quiet,Under Maintenance,None,661,50,Medium
2023-01-22,18:00,Sunday,A053,Open Space,31,Client Visit,23,Quiet,24.7,Dim,Loud,Occupied,Projector,217,44,High
2023-01-22,19:00,Sunday,A038,Private Office,20,Workshop,23,Flexible,22.3,Dim,Moderate,Occupied,Projector,813,49,Medium
2023-01-22,20:00,Sunday,A082,Private Office,7,Team Meeting,3,Flexible,21,Bright,Quiet,Occupied,None,582,56,Low
2023-01-22,21:00,Sunday,A062,Open Space,37,Client Visit,66,Quiet,23,Medium,Loud,Occupied,Computer,494,55,High
2023-01-22,22:00,Sunday,A070,Private Office,7,Workshop,33,Collaborative,18.1,Dim,Quiet,Under Maintenance,Whiteboard,802,50,Low
2023-01-22,23:00,Sunday,A048,Meeting Room,49,None,56,Flexible,19.1,Bright,Moderate,Available,Computer,975,53,High
2023-01-23,00:00,Monday,A051,Meeting Room,2,Team Meeting,48,Quiet,23.9,Medium,Moderate,Occupied,Projector,559,54,Low
2023-01-23,01:00,Monday,A082,Private Office,43,None,86,Flexible,20,Dim,Quiet,Occupied,Computer,934,56,High
2023-01-23,02:00,Monday,A055,Private Office,2,None,52,Quiet,22.8,Dim,Moderate,Under Maintenance,Projector,792,54,Low
2023-01-23,03:00,Monday,A005,Private Office,21,Client Visit,22,Collaborative,21.1,Dim,Moderate,Available,None,177,61,Medium
2023-01-23,04:00,Monday,A024,Open Space,5,Team Meeting,68,Collaborative,24.8,Dim,Quiet,Occupied,Whiteboard,511,46,Low
2023-01-23,05:00,Monday,A048,Open Space,1,None,94,Flexible,25.6,Bright,Loud,Under Maintenance,Computer,174,53,Low
2023-01-23,06:00,Monday,A012,Private Office,22,Team Meeting,52,Collaborative,25.1,Medium,Loud,Under Maintenance,Whiteboard,394,48,Medium
2023-01-23,07:00,Monday,A092,Open Space,43,Client Visit,61,Collaborative,20.2,Dim,Moderate,Available,Computer,892,55,High
2023-01-23,08:00,Monday,A094,Open Space,1,Workshop,40,Flexible,19.6,Bright,Quiet,Available,Whiteboard,120,49,Low
2023-01-23,09:00,Monday,A090,Meeting Room,37,Team Meeting,56,Flexible,21.8,Dim,Quiet,Available,Whiteboard,270,54,High
2023-01-23,10:00,Monday,A030,Private Office,16,Workshop,59,Flexible,18.1,Medium,Quiet,Under Maintenance,Whiteboard,114,50,Low
2023-01-23,11:00,Monday,A010,Open Space,34,None,53,Quiet,18.2,Bright,Quiet,Occupied,None,310,53,Medium
2023-01-23,12:00,Monday,A078,Private Office,33,None,69,Collaborative,22.4,Medium,Loud,Available,Projector,659,59,Medium
2023-01-23,13:00,Monday,A053,Meeting Room,22,Client Visit,56,Collaborative,22.2,Dim,Moderate,Occupied,Projector,185,44,Medium
2023-01-23,14:00,Monday,A024,Meeting Room,29,Team Meeting,9,Flexible,26,Medium,Loud,Occupied,Computer,248,46,Medium
2023-01-23,15:00,Monday,A012,Private Office,7,None,39,Flexible,19.6,Dim,Quiet,Available,Projector,799,48,Low
2023-01-23,16:00,Monday,A018,Open Space,21,None,6,Flexible,20.1,Medium,Moderate,Available,None,471,56,Medium
2023-01-23,17:00,Monday,A027,Open Space,43,None,37,Quiet,18.9,Medium,Loud,Under Maintenance,Computer,579,54,High
2023-01-23,18:00,Monday,A095,Private Office,35,Team Meeting,84,Flexible,25.3,Dim,Quiet,Occupied,Computer,917,47,High
2023-01-23,19:00,Monday,A059,Open Space,4,None,60,Quiet,24.2,Medium,Loud,Under Maintenance,Computer,250,52,Low
2023-01-23,20:00,Monday,A041,Open Space,12,Client Visit,83,Collaborative,24.6,Dim,Loud,Occupied,Whiteboard,240,55,Low
2023-01-23,21:00,Monday,A075,Meeting Room,28,Team Meeting,2,Quiet,25.2,Dim,Moderate,Available,Computer,168,50,Medium
2023-01-23,22:00,Monday,A056,Meeting Room,30,Team Meeting,50,Quiet,22.2,Bright,Loud,Under Maintenance,None,359,61,Medium
2023-01-23,23:00,Monday,A099,Meeting Room,46,Client Visit,85,Flexible,21.6,Bright,Quiet,Available,Whiteboard,945,54,High
2023-01-24,00:00,Tuesday,A051,Open Space,15,None,46,Collaborative,20.6,Dim,Loud,Available,None,620,54,Low
2023-01-24,01:00,Tuesday,A087,Open Space,41,Team Meeting,67,Flexible,22.7,Dim,Moderate,Available,None,732,65,Medium
2023-01-24,02:00,Tuesday,A088,Meeting Room,29,Workshop,91,Quiet,21.6,Bright,Moderate,Available,None,470,62,Medium
2023-01-24,03:00,Tuesday,A029,Private Office,15,Client Visit,75,Collaborative,21.6,Bright,Moderate,Occupied,Projector,518,44,Medium
2023-01-24,04:00,Tuesday,A087,Private Office,11,Team Meeting,37,Collaborative,25.5,Medium,Loud,Under Maintenance,None,200,65,Low
2023-01-24,05:00,Tuesday,A051,Meeting Room,16,None,35,Collaborative,25.9,Medium,Loud,Under Maintenance,Whiteboard,760,54,Low
2023-01-24,06:00,Tuesday,A062,Meeting Room,15,Team Meeting,40,Collaborative,24.4,Medium,Quiet,Occupied,Projector,757,55,Low
2023-01-24,07:00,Tuesday,A082,Private Office,11,Workshop,68,Flexible,24.1,Medium,Loud,Occupied,None,964,56,Low
2023-01-24,08:00,Tuesday,A051,Open Space,7,None,12,Collaborative,23.4,Bright,Quiet,Available,None,342,54,Low
2023-01-24,09:00,Tuesday,A098,Open Space,19,None,86,Collaborative,19.3,Medium,Moderate,Available,Projector,852,51,Medium
2023-01-24,10:00,Tuesday,A088,Open Space,2,Team Meeting,57,Collaborative,18.5,Dim,Loud,Under Maintenance,None,611,62,Low
2023-01-24,11:00,Tuesday,A093,Private Office,15,Team Meeting,49,Collaborative,23.5,Bright,Moderate,Available,None,948,47,Low
2023-01-24,12:00,Tuesday,A070,Meeting Room,29,Client Visit,29,Quiet,23.8,Bright,Quiet,Occupied,None,654,50,Medium
2023-01-24,13:00,Tuesday,A082,Meeting Room,44,None,61,Flexible,18.4,Bright,Quiet,Available,Projector,194,56,High
2023-01-24,14:00,Tuesday,A090,Private Office,22,Team Meeting,24,Collaborative,25.4,Medium,Moderate,Under Maintenance,None,325,54,Medium
2023-01-24,15:00,Tuesday,A017,Open Space,27,None,26,Collaborative,18.7,Dim,Quiet,Occupied,None,617,61,Medium
2023-01-24,16:00,Tuesday,A030,Meeting Room,39,Client Visit,50,Quiet,20.3,Dim,Moderate,Under Maintenance,Projector,313,50,High
2023-01-24,17:00,Tuesday,A066,Private Office,4,Team Meeting,77,Quiet,23.4,Medium,Moderate,Under Maintenance,Whiteboard,817,48,Low
2023-01-24,18:00,Tuesday,A067,Open Space,19,Workshop,56,Flexible,19.4,Bright,Loud,Occupied,Computer,166,50,Medium
2023-01-24,19:00,Tuesday,A008,Open Space,39,Team Meeting,46,Flexible,18.4,Dim,Quiet,Under Maintenance,Whiteboard,495,58,High
2023-01-24,20:00,Tuesday,A028,Meeting Room,43,None,99,Collaborative,20.6,Dim,Moderate,Available,Computer,711,56,High
2023-01-24,21:00,Tuesday,A011,Meeting Room,0,None,38,Collaborative,24.1,Medium,Loud,Available,Computer,111,57,Low
2023-01-24,22:00,Tuesday,A032,Meeting Room,29,None,15,Flexible,21.3,Bright,Moderate,Under Maintenance,Projector,336,60,Medium
2023-01-24,23:00,Tuesday,A048,Meeting Room,20,Team Meeting,21,Flexible,23.2,Bright,Quiet,Occupied,Projector,933,53,Medium
2023-01-25,00:00,Wednesday,A026,Open Space,19,Team Meeting,84,Flexible,22.6,Dim,Loud,Available,None,869,58,Low
2023-01-25,01:00,Wednesday,A098,Private Office,5,Client Visit,53,Quiet,18.2,Dim,Quiet,Occupied,None,498,51,Low
2023-01-25,02:00,Wednesday,A044,Meeting Room,21,None,20,Quiet,25.9,Dim,Loud,Under Maintenance,None,506,58,Medium
2023-01-25,03:00,Wednesday,A093,Open Space,17,Workshop,71,Quiet,18.3,Bright,Moderate,Available,Projector,948,47,Medium
2023-01-25,04:00,Wednesday,A057,Meeting Room,7,None,15,Quiet,25.7,Bright,Quiet,Available,Computer,579,66,Low
2023-01-25,05:00,Wednesday,A059,Private Office,38,Team Meeting,58,Quiet,22.4,Dim,Loud,Under Maintenance,None,746,52,High
2023-01-25,06:00,Wednesday,A037,Open Space,31,Client Visit,30,Quiet,25.7,Dim,Quiet,Occupied,None,321,52,Medium
2023-01-25,07:00,Wednesday,A025,Meeting Room,32,Client Visit,41,Collaborative,18.9,Medium,Moderate,Under Maintenance,None,255,57,Medium
2023-01-25,08:00,Wednesday,A093,Open Space,15,Client Visit,73,Quiet,21.9,Dim,Loud,Under Maintenance,Projector,753,47,Low
2023-01-25,09:00,Wednesday,A064,Open Space,11,Team Meeting,31,Collaborative,19.4,Bright,Moderate,Available,Computer,527,52,Low
2023-01-25,10:00,Wednesday,A074,Open Space,37,Client Visit,58,Flexible,18.4,Dim,Moderate,Under Maintenance,None,257,57,Medium
2023-01-25,11:00,Wednesday,A041,Open Space,33,Client Visit,33,Flexible,22.9,Medium,Quiet,Occupied,Whiteboard,515,55,Medium
2023-01-25,12:00,Wednesday,A040,Private Office,13,Team Meeting,8,Flexible,19.7,Dim,Quiet,Available,None,425,59,Low
2023-01-25,13:00,Wednesday,A088,Meeting Room,35,None,80,Quiet,22.7,Dim,Quiet,Available,Computer,470,62,Medium
2023-01-25,14:00,Wednesday,A092,Meeting Room,32,Client Visit,10,Quiet,18.9,Bright,Quiet,Available,Projector,443,55,Medium
2023-01-25,15:00,Wednesday,A006,Private Office,22,None,95,Collaborative,20.7,Dim,Quiet,Under Maintenance,None,361,46,Medium
2023-01-25,16:00,Wednesday,A016,Private Office,49,Client Visit,9,Quiet,24.3,Medium,Quiet,Occupied,None,382,58,High
2023-01-25,17:00,Wednesday,A049,Open Space,44,Client Visit,85,Quiet,21.5,Bright,Quiet,Under Maintenance,Computer,949,55,High
2023-01-25,18:00,Wednesday,A081,Meeting Room,1,Team Meeting,16,Quiet,23,Medium,Loud,Occupied,Projector,955,51,Low
2023-01-25,19:00,Wednesday,A026,Open Space,40,Client Visit,67,Quiet,23.2,Bright,Moderate,Occupied,Computer,328,58,High
2023-01-25,20:00,Wednesday,A052,Open Space,20,Team Meeting,47,Quiet,24.8,Medium,Moderate,Available,Projector,987,58,Medium
2023-01-25,21:00,Wednesday,A020,Meeting Room,1,Client Visit,51,Collaborative,20.6,Bright,Quiet,Under Maintenance,Whiteboard,379,63,Low
2023-01-25,22:00,Wednesday,A099,Open Space,26,Team Meeting,24,Quiet,23.5,Medium,Quiet,Occupied,Whiteboard,969,54,Medium
2023-01-25,23:00,Wednesday,A033,Private Office,8,None,20,Collaborative,25.7,Bright,Quiet,Occupied,Projector,389,58,Low
2023-01-26,00:00,Thursday,A030,Open Space,0,Workshop,64,Collaborative,23.8,Bright,Quiet,Occupied,Projector,779,50,Low
2023-01-26,01:00,Thursday,A054,Open Space,10,Client Visit,62,Collaborative,21.9,Medium,Moderate,Under Maintenance,Computer,146,59,Low
2023-01-26,02:00,Thursday,A023,Open Space,2,Team Meeting,88,Quiet,23,Medium,Loud,Occupied,Whiteboard,814,45,Low
2023-01-26,03:00,Thursday,A019,Meeting Room,22,None,50,Collaborative,23.9,Dim,Moderate,Under Maintenance,Computer,313,64,Medium
2023-01-26,04:00,Thursday,A076,Private Office,25,Team Meeting,35,Quiet,22.9,Dim,Loud,Under Maintenance,Computer,857,56,Medium
2023-01-26,05:00,Thursday,A030,Meeting Room,3,Client Visit,80,Collaborative,18.1,Dim,Moderate,Occupied,Whiteboard,123,50,Low
2023-01-26,06:00,Thursday,A085,Private Office,17,None,87,Flexible,19.6,Bright,Quiet,Available,Computer,420,46,Medium
2023-01-26,07:00,Thursday,A047,Private Office,5,None,65,Flexible,24.5,Bright,Quiet,Occupied,Whiteboard,373,53,Low
2023-01-26,08:00,Thursday,A094,Open Space,34,Workshop,14,Collaborative,20.2,Dim,Loud,Under Maintenance,Computer,655,49,High
